anime_id,name,genre,type,episodes,members,genres_list
1854,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi",OVA,3,1979,"['Action', ' Adventure', ' Sci-Fi']"
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97,22684,"['Action', ' Adventure', ' Fantasy', ' Shounen']"
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3,1608,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
27967,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi",OVA,1,6920,"['Action', ' Comedy', ' Ecchi']"
4524,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts",Movie,1,682,"['Action', ' Adventure', ' Game', ' Martial Arts']"
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13,1865,"['Adventure', ' Drama', ' Fantasy']"
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",Special,2,3755,"['Comedy', ' Mystery', ' Super Power']"
2718,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27,709,"['Adventure', ' Fantasy', ' Shounen']"
21103,Utopia,Music,Music,1,3519,['Music']
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7087,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",TV,12,10517,"['Comedy', ' Mecha', ' Police', ' Sci-Fi']"
6093,Anmitsu Hime,"Comedy, Historical, Shoujo",TV,51,407,"['Comedy', ' Historical', ' Shoujo']"
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",TV,39,655,"['Adventure', ' Sci-Fi', ' Shounen', ' Supernatural']"
30573,Break Blade: Virgins War,Action,Special,1,1876,['Action']
15605,Brothers Conflict,"Harem, Romance, Shoujo",TV,12,74069,"['Harem', ' Romance', ' Shoujo']"
7395,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen",TV,39,617,"['Adventure', ' Fantasy', ' Game', ' Shounen']"
33240,Chi&#039;s Sweet Home (2016),Slice of Life,TV,Unknown,3437,['Slice of Life']
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,409,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
7048,Crush Gear Nitro,"Cars, Shounen, Sports",TV,50,700,"['Cars', ' Shounen', ' Sports']"
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,11765,"['Action', ' Adventure', ' Fantasy', ' Magic', ' Shounen']"
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,Movie,1,312,['Kids']
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",OVA,2,338,"['Drama', ' Sci-Fi', ' Shounen', ' Sports']"
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",TV,51,477,"['Action', ' Comedy', ' Parody', ' Sci-Fi']"
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",OVA,6,328,"['Horror', ' Shoujo']"
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4,46712,"['Mystery', ' Parody']"
1988,Himawari!!,"Comedy, Romance",TV,13,7275,"['Comedy', ' Romance']"
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo",TV,29,386,"['Adventure', ' Historical', ' Shoujo']"
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",TV,26,855,"['Action', ' Fantasy', ' Mecha', ' Super Power']"
6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",TV,52,903,"['Action', ' Adventure', ' Sci-Fi', ' Shounen']"
10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,350,"['Action', ' Adventure', ' Comedy', ' Kids', ' Super Power']"
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13,74634,"['Comedy', ' Harem', ' Romance', ' School']"
4760,Kanokon Specials,Ecchi,Special,12,19232,['Ecchi']
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,1121,"['Action', ' Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
6310,Kinnikuman II Sei: Second Generations,Comedy,Movie,1,459,['Comedy']
7295,Koi Tsubomi,"Fantasy, Music",Music,1,1242,"['Fantasy', ' Music']"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",TV,26,279,"['Adventure', ' Fantasy']"
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,498,"['Comedy', ' Fantasy', ' Magic', ' Romance', ' Shoujo']"
1879,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen",OVA,1,2670,"['Action', ' Mystery', ' Sci-Fi', ' Seinen']"
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20,833,"['Adventure', ' Kids']"
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game",ONA,1,313,"['Action', ' Fantasy', ' Game']"
4316,Nanami-chan 3rd Series,"Comedy, Kids",TV,16,314,"['Comedy', ' Kids']"
8496,Neko Neko Fantasia,Comedy,OVA,1,187,['Comedy']
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",TV,52,741,"['Comedy', ' Fantasy', ' Magic']"
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",OVA,2,1270,"['Comedy', ' Fantasy', ' Magic', ' Romance']"
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1,3786,"['Adventure', ' Comedy', ' Fantasy', ' Kids']"
11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",Special,1,2535,"['Adventure', ' Comedy', ' Fantasy', ' Kids']"
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,988,"['Action', ' Comedy', ' Fantasy', ' Magic', ' Music', ' Shoujo']"
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",Movie,1,573,"['Adventure', ' Fantasy']"
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26,14714,"['Comedy', ' Drama', ' Harem', ' Romance', ' Slice of Life']"
9421,SMAnime,"Action, Seinen",OVA,3,246,"['Action', ' Seinen']"
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2,1663,"['Action', ' Drama', ' Police', ' School', ' Shoujo']"
31608,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports",Special,2,1977,"['Comedy', ' School', ' Shounen', ' Sports']"
8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",Music,1,653,"['Music', ' School', ' Slice of Life']"
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,1802,"['Comedy', ' Music']"
5819,Tori no Uta,Fantasy,OVA,1,2426,['Fantasy']
14173,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen",OVA,1,10076,"['Comedy', ' Ecchi', ' Military', ' School', ' Seinen']"
19081,Weekender Girl,Music,Music,1,1174,['Music']
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2,243,"['Action', ' Adventure', ' Fantasy', ' Magic', ' Mecha', ' Sci-Fi', ' Shounen', ' Space']"
5454,Yokuwakaru Gendaimahou,"Comedy, Magic",TV,12,17422,"['Comedy', ' Magic']"
10015,Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen",TV,73,22480,"['Action', ' Fantasy', ' Game', ' Shounen']"
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1,26923,"['Romance', ' Shoujo']"
7176,Cheburashka Arere?,"Comedy, Kids, Slice of Life",TV,26,2482,"['Comedy', ' Kids', ' Slice of Life']"
2881,Chinmoku no Kantai,"Drama, Military",OVA,3,924,"['Drama', ' Military']"
8815,Domo TV,Comedy,TV,26,832,['Comedy']
30907,Eine Kleine,"Drama, Music, Romance, Slice of Life",Music,1,261,"['Drama', ' Music', ' Romance', ' Slice of Life']"
22053,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",OVA,10,452,"['Comedy', ' Horror', ' Mystery', ' Supernatural']"
1600,Galaxy Angel Rune,"Comedy, Sci-Fi",TV,13,3551,"['Comedy', ' Sci-Fi']"
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",OVA,4,984,"['Adventure', ' Comedy', ' Sci-Fi', ' Shounen']"
4242,Ginga Reppuu Baxingar,"Action, Adventure, Mecha",TV,39,399,"['Action', ' Adventure', ' Mecha']"
4597,Kouya no Shounen Isamu,"Action, Adventure, Shounen",TV,52,319,"['Action', ' Adventure', ' Shounen']"
8332,Kudan,Fantasy,Movie,1,189,['Fantasy']
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,81870,"['Action', ' Drama', ' Fantasy', ' Magic', ' School']"
1039,Mizuiro (2003),"Drama, Romance, Supernatural",OVA,2,2325,"['Drama', ' Romance', ' Supernatural']"
4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi",TV,26,344,"['Action', ' Fantasy', ' Sci-Fi']"
20539,Nameko-ke no Ichizoku,"Comedy, Slice of Life",OVA,13,439,"['Comedy', ' Slice of Life']"
1163,Neo Ranga,"Adventure, Horror, Mecha",TV,48,5332,"['Adventure', ' Horror', ' Mecha']"
3194,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance",TV,26,889,"['Drama', ' Fantasy', ' Kids', ' Romance']"
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids",Special,1,3365,"['Adventure', ' Comedy', ' Fantasy', ' Kids']"
7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",Special,1,3571,"['Adventure', ' Comedy', ' Fantasy', ' Kids']"
1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids",Special,1,13040,"['Adventure', ' Comedy', ' Fantasy', ' Kids']"
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,4308,"['Adventure', ' Comedy', ' Fantasy', ' Historical', ' Shounen']"
417,Ragnarök the Animation,"Action, Fantasy, Magic",TV,26,32711,"['Action', ' Fantasy', ' Magic']"
7496,Saiyuuki: Son Gokuu Monogatari,Adventure,Movie,1,574,['Adventure']
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12,8213,"['Comedy', ' Shounen']"
6705,Tayutayu: Pure My Heart,Comedy,Special,6,4876,['Comedy']
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life",TV,13,5752,"['Drama', ' Harem', ' Romance', ' School', ' Sci-Fi', ' Slice of Life']"
1981,Twilight Q,"Mystery, Psychological, Sci-Fi",OVA,2,2962,"['Mystery', ' Psychological', ' Sci-Fi']"
7377,Winter Sonata Episode 0,"Drama, Romance",Special,1,3300,"['Drama', ' Romance']"
943,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life",TV,12,5719,"['Drama', ' Fantasy', ' Magic', ' Slice of Life']"
599,Yuugen Kaisha,"Action, Adventure, Comedy, Magic, Super Power, Supernatural",OVA,4,2370,"['Action', ' Adventure', ' Comedy', ' Magic', ' Super Power', ' Supernatural']"
2702,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",TV,18,592,"['Adventure', ' Game']"
6119,Cookin&#039; Idol Ai! Mai! Main!,"Comedy, Kids",TV,305,956,"['Comedy', ' Kids']"
9479,Coppelion,"Action, Sci-Fi, Seinen",TV,13,76291,"['Action', ' Sci-Fi', ' Seinen']"
16702,Doraemon: Nobita to Mirai Note,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",OVA,1,271,"['Adventure', ' Fantasy', ' Kids', ' Sci-Fi', ' Shounen']"
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi, Shounen",Movie,1,575,"['Comedy', ' Sci-Fi', ' Shounen']"
5496,Feng Yun Jue,"Action, Adventure, Martial Arts",Movie,1,1455,"['Action', ' Adventure', ' Martial Arts']"
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids",TV,26,204,"['Adventure', ' Comedy', ' Kids']"
12497,Garakuta-doori no Stain: Epilogue,Comedy,OVA,1,181,['Comedy']
34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12,16663,['Slice of Life']
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"Action, Historical, Martial Arts, Samurai, Seinen",TV,25,5511,"['Action', ' Historical', ' Martial Arts', ' Samurai', ' Seinen']"
1570,Happiness!,"Comedy, Harem, Magic, Romance, School",TV,12,24393,"['Comedy', ' Harem', ' Magic', ' Romance', ' School']"
9333,Koi☆Sento,"Comedy, Romance",OVA,1,4830,"['Comedy', ' Romance']"
12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",Special,2,4621,"['Action', ' Adventure', ' Sci-Fi']"
1495,Maetel Legend,"Drama, Sci-Fi, Space",OVA,2,1974,"['Drama', ' Sci-Fi', ' Space']"
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,OVA,3,318,['Fantasy']
6492,Minky Momo in Tabidachi no Eki,"Drama, Fantasy, Magic, Shoujo",OVA,1,400,"['Drama', ' Fantasy', ' Magic', ' Shoujo']"
2367,Moetan,"Comedy, Ecchi, Magic, School",TV,12,18432,"['Comedy', ' Ecchi', ' Magic', ' School']"
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy",TV,26,561,"['Adventure', ' Comedy', ' Fantasy']"
2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",TV,42,407,"['Adventure', ' Comedy', ' Shounen']"
23605,Ninja Slayer From Animation,Action,ONA,26,26062,['Action']
3758,Panda no Daibouken,Adventure,Movie,1,300,['Adventure']
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",TV,30,1358,"['Action', ' Comedy', ' Kids', ' Mecha', ' Parody', ' Sci-Fi', ' Shounen']"
10739,Panty &amp; Stocking in Sanitarybox,"Action, Comedy, Dementia, Ecchi, Parody, Supernatural",Special,1,19669,"['Action', ' Comedy', ' Dementia', ' Ecchi', ' Parody', ' Supernatural']"
21695,Pokemon XY SP: Road to Kalos,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,2865,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Kids']"
29419,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,1358,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Kids']"
14675,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",Special,1,1787,"['Action', ' Comedy', ' Mecha', ' Sci-Fi']"
8287,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",TV,51,2388,"['Action', ' Historical', ' Mecha']"
9202,Seikon no Qwaser: Jotei no Shouzou,"Action, Ecchi, Seinen, Super Power, Supernatural",OVA,1,14605,"['Action', ' Ecchi', ' Seinen', ' Super Power', ' Supernatural']"
23325,Shirogane no Ishi: Argevollen,"Action, Mecha",TV,24,30770,"['Action', ' Mecha']"
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,39092,"['Action', ' Adventure', ' Fantasy', ' Game']"
4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52,1012,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Mecha']"
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi",TV,52,630,"['Adventure', ' Historical', ' Sci-Fi']"
10595,VitaminX Addiction,"Romance, School",OVA,3,1428,"['Romance', ' School']"
14283,Vividred Operation,"Action, Ecchi, Sci-Fi",TV,12,45869,"['Action', ' Ecchi', ' Sci-Fi']"
4991,Wakakusa Monogatari,"Historical, Slice of Life",Special,1,373,"['Historical', ' Slice of Life']"
19151,Walkure Romanze,"Action, Ecchi, Harem, Romance, School, Sports",TV,12,56131,"['Action', ' Ecchi', ' Harem', ' Romance', ' School', ' Sports']"
22249,Yodaka no Hoshi,"Adventure, Kids",Movie,1,1082,"['Adventure', ' Kids']"
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,26925,"['Comedy', ' Ecchi', ' Harem', ' Romance']"
6452,Akuu Daisakusen Srungle,"Action, Mecha, Sci-Fi",TV,53,518,"['Action', ' Mecha', ' Sci-Fi']"
3401,Aru Tabibito no Nikki Specials,"Adventure, Fantasy",Special,3,5473,"['Adventure', ' Fantasy']"
6629,Asari-chan,"Comedy, Shoujo, Slice of Life",TV,54,263,"['Comedy', ' Shoujo', ' Slice of Life']"
5070,Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi",TV,43,1327,"['Action', ' Mecha', ' Sci-Fi']"
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",TV,13,12852,"['Comedy', ' Fantasy', ' Magic', ' Slice of Life']"
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",TV,51,22718,"['Adventure', ' Comedy', ' Fantasy', ' Supernatural']"
5238,Chocolate Underground: Bokura no Chocolate Sensou,Adventure,Movie,1,1432,['Adventure']
2312,Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi",Movie,1,1479,"['Action', ' Romance', ' Sci-Fi']"
2252,Devilman,"Action, Demons, Horror, Supernatural",TV,39,5532,"['Action', ' Demons', ' Horror', ' Supernatural']"
21041,Follow Me,"Drama, Music, Romance, Slice of Life",Music,1,1165,"['Drama', ' Music', ' Romance', ' Slice of Life']"
382,Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,4,19907,"['Comedy', ' Ecchi', ' Romance', ' Seinen', ' Slice of Life']"
1537,Genshi Shounen Ryuu,"Action, Adventure, Romance, Sci-Fi, Shounen",TV,22,731,"['Action', ' Adventure', ' Romance', ' Sci-Fi', ' Shounen']"
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",TV,51,1061,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
27907,Gundam Build Fighters Specials,"Comedy, Mecha",Special,3,1795,"['Comedy', ' Mecha']"
13185,Juusen Battle Monsuno,"Action, Adventure",TV,52,2248,"['Action', ' Adventure']"
3683,Kabatotto,Comedy,TV,300,240,['Comedy']
31566,Ketsuekigata-kun! 3,Comedy,TV,12,1317,['Comedy']
32274,Ketsuekigata-kun! 4,Comedy,TV,12,1119,['Comedy']
31534,Larva,Comedy,TV,26,139,['Comedy']
9035,Lupin the Third,"Adventure, Music",Music,1,1484,"['Adventure', ' Music']"
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Harem, Romance",Special,2,4743,"['Drama', ' Harem', ' Romance']"
888,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",TV,12,14757,"['Action', ' Mecha', ' Military', ' Sci-Fi', ' Space']"
23399,Minami no Shima no Dera-chan,"Comedy, Slice of Life",Movie,1,7224,"['Comedy', ' Slice of Life']"
2740,Monkey Turn,"Drama, Sports",TV,25,586,"['Drama', ' Sports']"
761,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",Special,1,47587,"['Adventure', ' Comedy', ' Shounen']"
3535,Neko Ramen,Comedy,ONA,13,2059,['Comedy']
4890,Peut-etre Toi,Music,Music,1,1532,['Music']
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids",ONA,2,624,"['Adventure', ' Fantasy', ' Kids']"
19799,Robot Girls Z,"Comedy, Mecha, Parody",Special,3,12212,"['Comedy', ' Mecha', ' Parody']"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",Special,1,13901,"['Comedy', ' Mystery']"
608,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4010,"['Adventure', ' Mecha', ' Sci-Fi', ' Shounen']"
1872,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,26,632,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Romance', ' Shounen']"
677,Sentimental Journey,"Drama, Romance, Shoujo",TV,12,1412,"['Drama', ' Romance', ' Shoujo']"
12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,283,"['Action', ' Drama', ' Mecha', ' Military', ' Sci-Fi']"
3864,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",Special,4,1122,"['Action', ' Historical', ' Martial Arts', ' Shounen']"
817,Tactical Roar,"Comedy, Military, Romance, Sci-Fi",TV,13,6479,"['Comedy', ' Military', ' Romance', ' Sci-Fi']"
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",OVA,1,738,"['Adventure', ' Comedy', ' Kids']"
1900,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",OVA,3,1026,"['Action', ' Comedy', ' Mecha', ' Sci-Fi']"
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",TV,26,1059,"['Action', ' Adventure', ' Mecha', ' Sci-Fi', ' Shounen', ' Space']"
27387,Under the Dog,"Action, Sci-Fi, Thriller",OVA,1,29922,"['Action', ' Sci-Fi', ' Thriller']"
1607,Venus Versus Virus,"Drama, Romance, Supernatural",TV,12,20883,"['Drama', ' Romance', ' Supernatural']"
2535,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3,1946,"['Adventure', ' Comedy', ' Drama', ' Fantasy', ' Romance', ' Sci-Fi', ' Shoujo']"
5935,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical",TV,43,249,"['Adventure', ' Historical']"
374,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,12,3473,"['Action', ' Comedy', ' Ecchi', ' Romance', ' Sci-Fi']"
32502,BlazBlue: Alter Memory Specials,Comedy,Special,6,952,['Comedy']
30143,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen",Special,1,606,"['Action', ' Comedy', ' Parody', ' Sci-Fi', ' Shounen']"
2915,Chikyuu ga Ugoita Hi,Drama,Movie,1,744,['Drama']
12685,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody",OVA,1,37087,"['Comedy', ' Fantasy', ' Parody']"
707,Comic Party Specials,"Comedy, Drama",Special,4,2669,"['Comedy', ' Drama']"
1677,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space",Special,2,1215,"['Adventure', ' Drama', ' Military', ' Sci-Fi', ' Space']"
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen",Movie,1,553,"['Comedy', ' Sci-Fi', ' Shounen']"
336,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",TV,13,9540,"['Fantasy', ' Shoujo']"
2071,Hana yori Dango (Movie),"Drama, Romance, Shoujo",Movie,1,4576,"['Drama', ' Romance', ' Shoujo']"
13935,Houkago Midnighters,"Fantasy, Kids",Movie,1,847,"['Fantasy', ' Kids']"
3969,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space",TV,18,377,"['Action', ' Adventure', ' Mecha', ' Sci-Fi', ' Space']"
3153,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen",Movie,1,694,"['Action', ' Adventure', ' Sci-Fi', ' Shounen']"
30524,Kagewani,"Horror, Mystery, Supernatural, Thriller",TV,13,19225,"['Horror', ' Mystery', ' Supernatural', ' Thriller']"
32682,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller",TV,13,11052,"['Horror', ' Mystery', ' Supernatural', ' Thriller']"
3274,Kinnikuman: Ooabare! Seigi Choujin,"Action, Comedy, Shounen, Sports",Movie,1,327,"['Action', ' Comedy', ' Shounen', ' Sports']"
13159,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",TV,60,5677,"['Comedy', ' Magic', ' School', ' Slice of Life']"
2040,Mahou no Angel Sweet Mint,"Magic, Shoujo",TV,47,879,"['Magic', ' Shoujo']"
13239,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",Movie,1,5305,"['Action', ' Adventure', ' Sci-Fi']"
7981,Obake no Q-tarou (1985),"Comedy, Kids, School, Slice of Life, Supernatural",TV,510,161,"['Comedy', ' Kids', ' School', ' Slice of Life', ' Supernatural']"
20931,Oneechan ga Kita,"Comedy, Slice of Life",TV,12,45457,"['Comedy', ' Slice of Life']"
7605,Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic",TV,200,229,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Magic']"
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Ecchi, Romance, Shounen, Supernatural",OVA,1,14564,"['Comedy', ' Ecchi', ' Romance', ' Shounen', ' Supernatural']"
12611,Sengoku Collection,"Fantasy, Parody, Samurai",TV,26,16287,"['Fantasy', ' Parody', ' Samurai']"
17345,Senran Kagura Specials,Ecchi,Special,6,8282,['Ecchi']
9799,Shin-Men,"Action, Comedy, Kids",TV,13,479,"['Action', ' Comedy', ' Kids']"
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Music,1,3600,['Music']
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music,Music,1,2162,['Music']
1816,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",TV,78,28296,"['Adventure', ' Comedy', ' Kids', ' Mecha', ' Sci-Fi', ' Shounen']"
4801,Suhoyojeong Michel,"Adventure, Fantasy, Kids",TV,26,376,"['Adventure', ' Fantasy', ' Kids']"
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",Movie,1,699,"['Adventure', ' Fantasy', ' Kids']"
18063,Tiger Mask Fuku Men League Sen,"Shounen, Sports",Movie,1,253,"['Shounen', ' Sports']"
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids,OVA,1,749,['Kids']
22537,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",TV,13,17379,"['Dementia', ' Horror', ' Supernatural']"
3778,Yuukan Club,"Comedy, Mystery, School, Shoujo",OVA,2,287,"['Comedy', ' Mystery', ' School', ' Shoujo']"
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3,3523,"['Drama', ' Fantasy', ' Romance', ' Sci-Fi', ' Shoujo']"
